Make,Model,Year,Color,Mileage,Transmission,Fuel,Price,Location,Date,URL
BMW,5GT,2000,,5000,Manuelle,Essence,"1 500 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/53a063ac575f00fe0a3efc7.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Opel,Vectra,2003,,00,Manuelle,Essence,"2 400 000
FCFA",Riviera,04/07,https://media.jumiadeals.com/ci_live/8356aceab75f0102c1f0078.desktop-gallery-large.jpg
Honda,CR-V,2017,,3,Automatique,Essence,"12 500 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/9575809def5f01014ecbe75.desktop-gallery-large.jpg
Hyundai,Elantra,2018,,58000,Automatique,Essence,"12 800 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/fe069d8ec45f00f79a0e26e.desktop-gallery-large.jpg
Ford,Edge,2008,,168000,Automatique,Essence,"5 495 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/8ac9aa9a145f0102021a71d.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Hyundai,Tucson,2006,,00,Automatique,Essence,"6 200 000
FCFA",Riviera,04/07,https://media.jumiadeals.com/ci_live/59a3a277ad5f00fd0bec47e.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
BMW,X3,2006,,190000,Automatique,Essence,"4 065 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/f7769fb6e65f008e7619f84.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Peugeot,306,1999,,,Manuelle,Diesel,"1 700 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f323668a025f01052f8c2b7.desktop-gallery-large.jpg
BMW,1,2004,,0000000,Manuelle,Essence,"2 800 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/621f8568eb5f012a450984b.desktop-gallery-large.jpg
Mazda,CX-7,2008,,107000,Automatique,Essence,"4 500 000
FCFA",Riviera,05/07,https://media.jumiadeals.com/ci_live/98f53d394f5f0247843c223.desktop-gallery-large.jpg
Honda,CR-V,2003,,140000,Automatique,Essence,"3 592 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/31199cbfaa5f010638a133d.desktop-gallery-large.jpg
Mitsubishi,L200,2010,,,Manuelle,Diesel,"7 000 000
FCFA",Abobo,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Toyota,Yaris,2006,,00,Manuelle,Essence,"3 300 000
FCFA",Riviera,04/07,https://media.jumiadeals.com/ci_live/239510e21e5f00ff4a02ba6.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Citroen,C4,2011,,,Manuelle,,"2 700 000
FCFA",Bingerville,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Mazda,CX-7,2016,,3,Automatique,Essence,"10 500 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/1e89f1c9805f00fa6431254.desktop-gallery-large.jpg
Toyota,Avensis,2002,,179000,Automatique,Essence,"3 100 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/92c529bd165f00f25207a06.desktop-gallery-large.jpg
Ford,Escape,2015,,121000,Automatique,Essence,"9 000 000
FCFA",Riviera,04/07,https://media.jumiadeals.com/ci_live/bd6109d8065f00f6f249ea7.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Hyundai,Elantra,2018,,58000,Automatique,Essence,"12 800 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/79f6a4571a5f00f7972b0b8.desktop-gallery-large.jpg
BMW,X3,2006,,190000,Automatique,Essence,"4 065 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/a5bb0c12045f008e73d4d3e.desktop-gallery-large.jpg
Citroen,C4,2011,,,Manuelle,,"2 700 000
FCFA",Bingerville,04/07,https://media.jumiadeals.com/ci_live/4b1d4b35495f00f63a0bace.desktop-gallery-large.jpg
BMW,M6,2008,,125000,Automatique,Essence,"7 000 000
FCFA",2 Plateaux,04/07,https://media.jumiadeals.com/ci_live/4e579cabe35f00fc911248a.desktop-gallery-large.jpg
Kia,Rio,2012,,,,,"4 500 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/196b5385e15f00f091dad5c.desktop-gallery-large.jpg
Volkswagen,Jetta,2001,,,Manuelle,Essence,"2 500 000
FCFA",Cocody,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Kia,Sportage,2008,,145000,Automatique,Essence,"5 000 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/8ead1af9c65f04978d4e787.desktop-gallery-large.jpg
Toyota,Prado,2014,,110000,Automatique,Essence,"20 500 000
FCFA",2 Plateaux,04/07,https://media.jumiadeals.com/ci_live/52aa5944575f00f2a168e8a.desktop-gallery-large.jpg
Volkswagen,Jetta,2001,,,Manuelle,Essence,"2 500 000
FCFA",Cocody,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
BMW,M6,1999,,120000,Manuelle,Essence,"2 700 000
FCFA",2 Plateaux,04/07,https://media.jumiadeals.com/ci_live/80ae810c6e5f00f438671a6.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Kia,Sportage,2011,,99000,Automatique,Essence,"9 800 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/447dd504f55f00fcf4479a8.desktop-gallery-large.jpg
Mitsubishi,Outlander,2007,,,Manuelle,Diesel,"4 900 000
FCFA",Daloa,04/07,https://media.jumiadeals.com/ci_live/2a6fdac6a75f00f43a2fea1.desktop-gallery-large.jpg
Toyota,RAV4,2015,,56000,Automatique,Essence,"13 000 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/d95429413d5f00faa9519fd.desktop-gallery-large.jpg
Toyota,RAV4,2001,,123000,Automatique,Essence,"4 800 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/2b9d3e1be55f00f3dfc6769.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Hyundai,Santa Fe,2007,,3,Automatique,Essence,"6 000 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/5ddbf2290f5f00fbbe86282.desktop-gallery-large.jpg
Toyota,Hilux,2008,,,Manuelle,Diesel,"10 000 000
FCFA",Treichville,04/07,https://media.jumiadeals.com/ci_live/59c417e10d5f00fcc22497c.desktop-gallery-large.jpg
BMW,E30,2003,,134200,Automatique,Essence,"3 600 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/c9951dd05a5f00f0dfdf9f2.desktop-gallery-large.jpg
Peugeot,206,2003,,,Manuelle,Essence,"1 900 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/7981ba09685f010135e654c.desktop-gallery-large.jpg
Toyota,Corolla,2004,,,Manuelle,Essence,"3 600 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/0a437b226b5f00fb4943899.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Mazda,5,2008,,1,Automatique,Essence,"9 000 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/2be3f40d635f00f6803742d.desktop-gallery-large.jpg
Toyota,Corolla,2000,,,Automatique,Essence,"3 800 000
FCFA",Treichville,04/07,https://media.jumiadeals.com/ci_live/8b3c1460da5f00fb99ee15c.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Autre,Autre,1995,,,Manuelle,Diesel,"1 500 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/137fec4a545f00fa124a77b.desktop-gallery-large.jpg
Peugeot,406,2002,,1,Manuelle,Essence,"1 850 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/4de01ba07f5f00f800e0c8e.desktop-gallery-large.jpg
Kia,Sportage,2008,,145000,Automatique,Essence,"5 000 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/8ead1af9c65f04978d4e787.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Honda,CR-V,2003,,,Automatique,Essence,"3 592 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/f3fa22de545f00c8444f251.desktop-gallery-large.jpg
Dodge,Caliber,2007,,120000,Automatique,Essence,"4 200 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/e505e7d8895f00f1f4990bd.desktop-gallery-large.jpg
Peugeot,206,2000,,160000,Automatique,Essence,"1 700 000
FCFA",2 Plateaux,04/07,https://media.jumiadeals.com/ci_live/69311602425f00f7caaba3b.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Hyundai,Santa Fe,2015,,65000,Automatique,Essence,"10 725 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/dbdbb6e0815f00f70238654.desktop-gallery-large.jpg
Ford,Focus,2000,,0000,Manuelle,Essence,"2 600 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/55bb68b6ea5f00fc17801ac.desktop-gallery-large.jpg
Mazda,CX-7,2008,,107000,Automatique,Essence,"4 500 000
FCFA",Riviera,05/07,https://media.jumiadeals.com/ci_live/98f53d394f5f0247843c223.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Kia,Sportage,2008,,145000,Automatique,Essence,"5 000 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/8ead1af9c65f04978d4e787.desktop-gallery-large.jpg
BMW,1,2000,,150,Manuelle,Essence,"2 700 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/681101a0a45f00f11dca98b.desktop-gallery-large.jpg
Hyundai,Tucson,2005,,00,Automatique,Essence,"6 200 000
FCFA",Riviera,04/07,https://media.jumiadeals.com/ci_live/f6ff93d8435f00ea188817c.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Peugeot,208,2017,,15000,Automatique,Essence,"6 300 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/ca032afff15f00e02c08985.desktop-gallery-large.jpg
Suzuki,Alto,2018,,89000,Manuelle,Essence,"3 500 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/c46964f1ff5f00e62b0e517.desktop-gallery-large.jpg
Mercedes,C -class,2016,,32000,Automatique,Essence,"20 900 000
FCFA",Cocody,02/07,https://media.jumiadeals.com/ci_live/e22c633ecd5efd12367006d.desktop-gallery-large.jpg
Hyundai,Tucson,2006,,,Automatique,Essence,"6 800 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/02611f4b2a5f00e12bcecd0.desktop-gallery-large.jpg
Mazda,CX-9,2005,,,Automatique,Diesel,"4 000 000
FCFA",Koumassi,04/07,https://media.jumiadeals.com/ci_live/959e69a85b5f00ea0548c8d.desktop-gallery-large.jpg
BMW,X3,2004,,,Automatique,Essence,"7 500 000
FCFA",Treichville,04/07,https://media.jumiadeals.com/ci_live/b0dbe7b6f45f00e35725101.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Mercedes,C -class,2000,,,Automatique,Essence,"2 600 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/ded78bad655f00e27d346cd.desktop-gallery-large.jpg
Mercedes,C -class,2004,,,Automatique,Essence,"3 300 000
FCFA",Koumassi,04/07,https://media.jumiadeals.com/ci_live/0e56fd95b65f00e3a671889.desktop-gallery-large.jpg
Renault,Megane,2005,,00,Manuelle,Essence,"2 400 000
FCFA",Riviera,04/07,https://media.jumiadeals.com/ci_live/95395a40465f00eabea77d4.desktop-gallery-large.jpg
Toyota,Corolla,2002,,00,Manuelle,Essence,"2 800 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/7de0c8b51f5f00eee9b74f0.desktop-gallery-large.jpg
Mercedes,C -class,2004,,,Automatique,Essence,"4 500 000
FCFA",Koumassi,04/07,https://media.jumiadeals.com/ci_live/64e6c9f1595f00e5cfbfb87.desktop-gallery-large.jpg
Mercedes,A -class,2009,,95000,Automatique,Essence,"7 500 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/67ea80d3e35f00de6b66885.desktop-gallery-large.jpg
Toyota,Land Cruiser,2015,,120000,Automatique,Essence,"16 000 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/72c3dd9ecd5f00e55f6bc64.desktop-gallery-large.jpg
Ford,Ecosport,2016,,81400,Automatique,Essence,"7 650 000
FCFA",Marcory,04/07,https://media.jumiadeals.com/ci_live/5f31af192b5f00e1d5bc217.desktop-gallery-large.jpg
Toyota,Verso,2005,,120000,Manuelle,Essence,"1 000 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/98ca2c9fd85f00e083d74de.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Hyundai,Sonata,2016,,,Automatique,Essence,"12 500 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/3faa014c4b5f00ee6fed11e.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,40000,Automatique,Essence,"12 500 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/784fc35d285f00ee64f35b8.desktop-gallery-large.jpg
Mercedes,C -class,2016,,,Automatique,Essence,"26 000 000
FCFA",Treichville,04/07,https://media.jumiadeals.com/ci_live/1e6acb5dc55f00e44831126.desktop-gallery-large.jpg
Kia,Soul,2010,,138000,Manuelle,Essence,"5 500 000
FCFA",2 Plateaux,04/07,https://media.jumiadeals.com/ci_live/4a22f309d25f00ead750958.desktop-gallery-large.jpg
Mercedes,C -class,2004,,,Automatique,Essence,"2 600 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/838994f42c5f00e13734238.desktop-gallery-large.jpg
Land rover,Range Rover,2013,,85000,Automatique,Diesel,"14 500 000
FCFA",Riviera,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Kia,Sportage,2008,,145000,Automatique,Essence,"5 000 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/8ead1af9c65f04978d4e787.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Mercedes,C -class,2008,,,Automatique,Essence,"6 500 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/dd781ab3e25f03d1f98b145.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Ford,Focus,2003,,,Automatique,Essence,"3 300 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/8673107c0a5f00ec4851d72.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Toyota,Fortuner,2012,,,Manuelle,Diesel,"7 800 000
FCFA",Marcory,04/07,https://media.jumiadeals.com/ci_live/e2458a19b55f00df340d1c5.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Audi,Q5,2010,,61000,Automatique,Diesel,"7 500 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/407a21d4535f00e486c0606.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Land rover,Range Rover,2013,,85000,Automatique,Diesel,"14 500 000
FCFA",Riviera,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Ford,Focus,2001,,187000,Manuelle,Essence,"2 400 000
FCFA",Koumassi,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Toyota,Corolla,2000,,150,Manuelle,Essence,"2 450 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/47dbbf02825f00ed213aa59.desktop-gallery-large.jpg
Mercedes,C -class,2004,,,Automatique,Essence,"3 500 000
FCFA",Koumassi,04/07,https://media.jumiadeals.com/ci_live/9244b8e3bc5f00e2bfca8cd.desktop-gallery-large.jpg
Renault,Fluence,2016,,50000,Automatique,Essence,"5 800 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/55f8c8bcf45f00ef3213d82.desktop-gallery-large.jpg
Toyota,Corolla,2004,,82000,Manuelle,Essence,"3 200 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/b068ab319d5f00e274be5a7.desktop-gallery-large.jpg
BMW,5,2013,,88000,Automatique,Essence,"13 500 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/3304c2adcf5f00e787d872d.desktop-gallery-large.jpg
BMW,X3,2006,,190000,Automatique,Essence,"4 065 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/f7769fb6e65f008e7619f84.desktop-gallery-large.jpg
Ford,Escape,2015,,75000,Automatique,Essence,"9 900 000
FCFA",Marcory,04/07,https://media.jumiadeals.com/ci_live/02773384db5f00d67827459.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Ford,Edge,2008,,168000,Automatique,Essence,"5 495 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/d885f5bf815f00d203d36e0.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Hyundai,Santa Fe,2003,,144000,Manuelle,Essence,"2 950 000
FCFA",Cocody,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Kia,Sportage,2008,,145000,Automatique,Essence,"5 000 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/8ead1af9c65f04978d4e787.desktop-gallery-large.jpg
Mazda,CX-7,2008,,107000,Automatique,Essence,"4 500 000
FCFA",Riviera,05/07,https://media.jumiadeals.com/ci_live/98f53d394f5f0247843c223.desktop-gallery-large.jpg
Autre,Autre,2000,,,Manuelle,Essence,"1 750 000
FCFA",Yopougon,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Toyota,Picnic,2003,,1,Manuelle,Diesel,"2 950 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/366d6c3e125f00cf07e9460.desktop-gallery-large.jpg
Mercedes,G -class,2018,,,Automatique,Essence,"48 000 000
FCFA",Cocody,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Hyundai,Accent,2015,,68000,Automatique,Essence,"7 496 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/71b6a207ce5f00cd0701480.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Peugeot,406,2002,,,Manuelle,Essence,"2 300 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/1208b0b1025f00d240e66a7.desktop-gallery-large.jpg
Kia,Rondo,2015,,,Automatique,Essence,"10 600 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2c6497e875f023e208ba13.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Toyota,Corolla,2002,,120000,Manuelle,Diesel,"1 600 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/3a385f69ce5f00d622f41bb.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Toyota,Hilux,2016,,120000,Manuelle,Diesel,"13 500 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/ce507730265f00dbf66f975.desktop-gallery-large.jpg
Ford,Focus,2003,,90,Manuelle,Essence,"2 000 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/631442e1b65f00d92df1c54.desktop-gallery-large.jpg
BMW,X3,2009,,,Automatique,,"8 200 000
FCFA",Le Plateau,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Mercedes,G -class,2018,,,Automatique,Essence,"48 000 000
FCFA",Cocody,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Honda,CR-V,2003,,,Automatique,Essence,"3 592 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/f3fa22de545f00c8444f251.desktop-gallery-large.jpg
Opel,Astra,2004,,120000,Manuelle,Essence,"1 500 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/022603f5c25f00d8de1b559.desktop-gallery-large.jpg
BMW,Série 3,2001,,,Manuelle,Essence,"2 193 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/a0961f37f15f00ca9017f31.desktop-gallery-large.jpg
Mercedes,C -class,2001,,180,Automatique,Essence,"4 500 000
FCFA",Treichville,04/07,https://media.jumiadeals.com/ci_live/78260ce5505f00d00007347.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
BMW,Série 3,2002,,138000,Manuelle,Essence,"2 799 000
FCFA",Marcory,04/07,https://media.jumiadeals.com/ci_live/5b8d466dac5f00cb36ec57c.desktop-gallery-large.jpg
Ford,Escape,2015,,95000,Automatique,Essence,"9 800 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/54ba5e0ba05f00dbb21ab9d.desktop-gallery-large.jpg
